编号,性别,年龄,参数1,参数2,参数3,入股时间,参数4,股票,参数5,参数6
222439,Male,57,1,15,0,1-2 Year,Yes,21917,49,3621
351481,Male,55,1,35,1,1-2 Year,No,26531.5,868,2499
379970,Female,16,1,15,1,< 1 Year,No,15508,182,2023
636132,Male,16,1,15,1,< 1 Year,No,51575,1064,1071
677766,Female,33,1,35,0,1-2 Year,Yes,35226,413,2771
556798,Male,16,1,22,0,< 1 Year,Yes,15865,1064,4403
402084,Female,26,1,35,0,< 1 Year,Yes,16977.5,868,4148
283536,Female,37,1,26,1,1-2 Year,No,15913,868,1564
308532,Male,19,1,9,1,< 1 Year,No,13560.5,1064,901
289653,Male,21,1,56,0,1-2 Year,No,17231.5,1099,3519
591432,Male,62,1,35,1,1-2 Year,No,13249.5,91,2890
251490,Male,69,1,36,0,1-2 Year,Yes,1315,868,3587
632154,Female,15,1,32,1,< 1 Year,No,13096.5,1064,3281
266476,Female,38,1,54,0,1-2 Year,Yes,14108.5,868,1666
598189,Female,40,1,35,0,1-2 Year,Yes,15931,868,4318
519714,Female,58,1,36,1,1-2 Year,No,21026,868,561
601193,Male,37,1,35,0,1-2 Year,Yes,15560,868,306
665171,Male,40,1,35,0,1-2 Year,Yes,1315,868,2448
283847,Male,50,1,15,0,1-2 Year,Yes,1315,182,1428
576762,Male,22,1,48,1,< 1 Year,No,1315,1120,3774
525202,Male,26,1,35,0,< 1 Year,Yes,25520.5,868,2312
408520,Female,58,1,35,1,1-2 Year,No,25578,854,3825
525752,Male,20,1,35,1,< 1 Year,No,22401,1064,1394
360904,Male,45,1,35,0,1-2 Year,Yes,27083.5,182,1785
214458,Male,20,1,34,1,< 1 Year,No,15028.5,1064,4335
482595,Male,21,1,28,1,< 1 Year,No,14988,1064,3179
546651,Female,14,1,37,1,< 1 Year,No,17392,1064,1377
602159,Male,46,1,15,0,1-2 Year,Yes,23912,182,884
260697,Male,15,1,48,1,< 1 Year,No,13329.5,1064,1292
636769,Female,20,1,25,1,< 1 Year,No,15123.5,1064,4063
620719,Female,36,1,35,0,1-2 Year,Yes,15785.5,182,4879
584483,Male,47,1,53,0,< 1 Year,Yes,14671,868,2771
249329,Male,46,1,55,0,1-2 Year,Yes,1315,868,4148
514625,Male,29,1,46,0,1-2 Year,Yes,14162.5,868,2040
274500,Female,61,1,35,0,1-2 Year,Yes,13160,182,2499
239163,Male,15,1,10,1,< 1 Year,No,12604,1064,3621
318485,Female,16,1,48,0,< 1 Year,Yes,23031,1064,2873
423569,Male,49,1,35,0,1-2 Year,Yes,22849,182,1156
212811,Male,42,1,7,0,1-2 Year,Yes,1315,427,4216
688664,Male,16,1,40,1,< 1 Year,No,13397.5,1064,4131
603806,Female,59,1,49,1,1-2 Year,No,16870,868,3604
574906,Male,33,1,39,1,1-2 Year,No,9393.5,868,867
395299,Female,41,1,25,1,1-2 Year,No,13153.5,203,4335
521672,Male,72,1,52,0,1-2 Year,Yes,14244.5,868,2074
382731,Female,21,1,48,1,< 1 Year,No,18053.5,1064,1394
581733,Female,14,1,37,1,< 1 Year,No,12348,1064,4420
254224,Male,30,1,30,0,1-2 Year,Yes,1315,1078,1972
303292,Male,44,1,35,0,1-2 Year,Yes,18633.5,182,816
615351,Male,22,1,15,1,< 1 Year,No,24107.5,1064,2907
311356,Female,48,1,31,0,1-2 Year,Yes,12179.5,868,1955
633522,Female,38,1,40,0,1-2 Year,Yes,15807,868,1258
580836,Male,47,1,35,1,1-2 Year,Yes,17427,182,493
489753,Female,19,1,16,1,< 1 Year,No,16454,1064,4505
331584,Male,44,1,19,0,1-2 Year,Yes,9521,868,2448
380056,Female,46,1,37,0,1-2 Year,Yes,23841.5,182,3026
304796,Male,32,1,45,0,1-2 Year,Yes,1315,1092,187
207293,Male,16,1,18,1,< 1 Year,No,13816,1064,2023
330788,Female,18,1,36,1,< 1 Year,No,18258,1064,4624
687826,Female,15,1,37,1,< 1 Year,No,12808.5,1064,3230
693589,Female,33,1,33,1,1-2 Year,No,18773,210,2550
449893,Male,30,1,22,0,1-2 Year,Yes,1315,1141,1037
705797,Female,20,1,43,1,< 1 Year,No,17427.5,1064,4760
439069,Male,34,1,55,0,1-2 Year,Yes,1315,868,4658
646511,Female,19,1,22,1,< 1 Year,No,20046.5,1064,2601
599988,Female,29,1,48,1,1-2 Year,No,18087.5,1064,2924
527635,Female,16,1,35,1,< 1 Year,No,22512,1064,2890
363346,Male,21,1,15,1,< 1 Year,No,18488.5,1064,2312
642967,Female,38,1,35,0,1-2 Year,Yes,24674.5,182,1224
583004,Female,44,1,44,1,1-2 Year,No,20059,182,1819
533976,Female,52,1,53,0,1-2 Year,No,1315,77,1887
373049,Male,37,1,35,1,1-2 Year,No,20847.5,182,3281
201960,Female,20,1,18,0,< 1 Year,Yes,17293.5,182,1071
398015,Male,31,1,35,0,1-2 Year,Yes,21149.5,182,2584
529789,Female,41,1,15,1,1-2 Year,No,1315,868,3638
230675,Female,38,1,35,0,> 2 Years,Yes,40490,182,3774
604830,Female,53,1,15,1,1-2 Year,No,25621.5,182,2227
319807,Male,23,1,59,0,< 1 Year,Yes,1315,182,4029
227856,Female,22,1,16,1,< 1 Year,No,1315,1064,3145
586895,Female,38,1,35,0,1-2 Year,Yes,18515.5,868,697
427035,Female,43,1,35,0,1-2 Year,Yes,14804.5,868,3298
625161,Female,19,1,35,0,1-2 Year,Yes,1315,1099,935
474284,Male,14,1,57,0,< 1 Year,Yes,13109,1120,4726
617454,Male,20,1,48,1,< 1 Year,No,17528.5,1064,2397
614944,Male,47,1,9,0,> 2 Years,Yes,19684,182,3060
230429,Male,61,1,35,1,1-2 Year,No,23318.5,182,1717
500835,Male,33,1,35,1,1-2 Year,No,13500.5,868,4182
529995,Male,17,1,35,1,< 1 Year,No,32185.5,1064,3808
267626,Male,20,1,53,1,< 1 Year,No,1315,1064,476
483791,Male,40,1,39,1,1-2 Year,No,15703,868,918
263528,Male,55,1,35,0,1-2 Year,Yes,13384.5,182,680
626647,Male,28,1,53,0,1-2 Year,Yes,10969.5,868,3553
465827,Female,14,1,40,1,< 1 Year,No,16238.5,1064,1190
249928,Female,18,1,28,0,< 1 Year,Yes,15926,1064,3349
477242,Female,15,1,32,1,< 1 Year,No,11827,1064,2244
328435,Female,18,1,34,0,< 1 Year,No,13104.5,1064,2686
385728,Male,20,1,35,0,< 1 Year,Yes,16503,182,1666
208263,Female,17,1,17,1,< 1 Year,No,15917,1064,1632
520985,Male,59,1,54,0,1-2 Year,Yes,1315,1092,2618
597592,Female,38,1,35,0,1-2 Year,Yes,22847.5,182,4318
468390,Female,35,1,11,0,1-2 Year,Yes,16466.5,868,1632
324249,Male,31,1,35,0,1-2 Year,Yes,24962.5,1141,3910
480333,Female,16,1,37,1,< 1 Year,No,13553.5,1064,3961
567703,Male,18,1,43,1,< 1 Year,No,17394,1064,1921
523413,Male,38,1,29,0,1-2 Year,Yes,1315,1092,2788
265086,Male,15,1,35,1,< 1 Year,No,18936.5,1064,578
432170,Male,41,1,24,1,1-2 Year,No,1315,868,4930
278689,Female,20,1,20,1,< 1 Year,No,19814,1064,4216
207697,Male,46,1,15,0,1-2 Year,Yes,16752.5,210,1938
589573,Male,30,1,54,0,1-2 Year,Yes,16943,868,3247
293415,Female,37,1,35,1,1-2 Year,No,25498.5,182,3961
575795,Male,33,1,35,0,1-2 Year,Yes,1315,854,4760
261463,Male,61,1,35,0,1-2 Year,No,31820,182,1190
340974,Male,28,1,10,0,1-2 Year,Yes,23604.5,210,2244
272735,Male,63,1,35,1,1-2 Year,No,1315,182,663
243960,Male,37,1,35,0,1-2 Year,Yes,17299,91,187
239319,Male,40,1,35,0,1-2 Year,Yes,20087.5,868,697
709324,Male,34,1,35,1,1-2 Year,No,29952,868,4879
611956,Female,42,1,37,0,1-2 Year,Yes,1315,868,2040
357976,Male,30,1,52,0,1-2 Year,Yes,14306.5,1078,2074
580516,Female,22,1,49,1,< 1 Year,No,15520,1064,1241
339226,Male,16,1,19,1,< 1 Year,No,13770,1064,4386
369952,Male,20,1,48,1,< 1 Year,No,10954,1064,4726
364065,Female,18,1,48,0,< 1 Year,Yes,13049.5,868,1717
518725,Female,17,1,18,0,< 1 Year,Yes,21760,868,3383
334402,Male,15,1,40,1,< 1 Year,No,13627,1064,3451
570181,Male,43,1,45,1,1-2 Year,No,9696.5,182,1513
438900,Male,36,1,35,0,1-2 Year,Yes,82495,182,765
236237,Male,18,1,15,1,< 1 Year,No,25621,1064,4964
306084,Male,30,1,35,0,1-2 Year,Yes,20306.5,868,306
327710,Female,37,1,35,0,1-2 Year,Yes,15651.5,182,4811
358391,Female,15,1,13,1,< 1 Year,No,13142.5,1064,1870
294851,Female,67,1,35,0,1-2 Year,No,16957,210,2958
574298,Male,15,1,15,1,< 1 Year,No,17677,1064,1377
564906,Female,38,1,53,0,1-2 Year,Yes,12448,182,1632
596337,Female,35,1,43,0,> 2 Years,Yes,16073,868,2125
578758,Male,44,1,35,0,1-2 Year,Yes,22295,182,1904
392804,Female,17,1,53,1,< 1 Year,No,12879.5,1064,3842
322712,Male,20,1,40,1,< 1 Year,Yes,15199,1078,4165
641802,Female,50,1,48,0,1-2 Year,Yes,13555.5,182,697
351938,Female,44,1,35,0,1-2 Year,Yes,21796,182,4522
557791,Male,28,1,35,1,1-2 Year,No,13605,868,4063
646798,Female,16,1,57,1,< 1 Year,No,17978.5,1064,3910
574447,Male,19,1,53,1,< 1 Year,No,18587.5,1064,4216
368657,Female,21,1,34,1,< 1 Year,No,10457,1064,4114
570328,Female,17,1,37,1,< 1 Year,No,14282,1064,2363
701747,Male,35,1,20,0,1-2 Year,Yes,12955.5,868,289
430010,Female,34,1,35,0,1-2 Year,No,13987,182,3009
348456,Female,22,1,37,1,< 1 Year,No,19656,1064,187
299365,Female,61,1,22,1,1-2 Year,No,14127.5,98,2550
368240,Male,15,1,22,0,< 1 Year,No,14791.5,1064,1887
346935,Female,72,1,48,0,1-2 Year,Yes,1315,182,1360
272047,Male,16,1,15,1,< 1 Year,No,26394.5,1057,1445
320037,Male,40,1,10,0,1-2 Year,Yes,1315,868,3502
512633,Female,26,1,35,0,1-2 Year,Yes,1315,182,2856
562928,Male,51,1,35,1,1-2 Year,No,1315,868,1275
427727,Female,53,1,40,0,1-2 Year,Yes,15900.5,427,4760
375108,Female,61,1,9,0,< 1 Year,No,1315,7,4777
339347,Male,39,1,35,1,1-2 Year,No,22368.5,28,1768
225406,Female,37,1,35,1,1-2 Year,No,17629.5,182,4233
568987,Female,14,1,29,0,< 1 Year,Yes,14789.5,1120,2686
419845,Female,14,1,44,0,< 1 Year,Yes,14518.5,1064,2958
298879,Male,73,1,44,0,1-2 Year,Yes,14658,182,578
216150,Male,59,1,35,0,1-2 Year,Yes,12102.5,1078,323
357473,Male,37,1,35,1,1-2 Year,No,22041,1064,2686
252852,Female,16,1,34,1,< 1 Year,No,14828,1064,1445
307505,Female,31,1,35,0,1-2 Year,Yes,33328,182,3247
647913,Female,44,1,52,0,1-2 Year,Yes,24667,182,527
341628,Female,15,1,56,0,< 1 Year,Yes,20166.5,1064,2329
673691,Male,26,1,15,0,1-2 Year,Yes,26849,182,3060
253052,Male,30,1,35,1,1-2 Year,No,15404,868,2635
471151,Female,16,1,13,1,< 1 Year,No,15898,1064,901
669642,Male,16,1,35,1,< 1 Year,No,17598,1064,3995
390839,Female,21,1,48,1,< 1 Year,No,12388,1064,3825
230836,Female,42,1,15,0,> 2 Years,Yes,17298.5,182,4505
661592,Female,17,1,13,1,< 1 Year,No,14500.5,1064,4420
354790,Male,28,1,35,0,1-2 Year,Yes,1315,1064,2822
379196,Female,16,1,40,0,< 1 Year,Yes,1315,1120,3366
433422,Male,18,1,13,1,< 1 Year,No,12435,1064,2941
338238,Female,69,1,24,0,1-2 Year,No,20998.5,182,2448
499695,Female,14,1,35,0,< 1 Year,Yes,22303,1092,493
436150,Male,44,1,35,0,1-2 Year,Yes,20952,385,1615
385169,Male,26,1,11,1,1-2 Year,No,19340,868,4845
665616,Female,18,1,13,1,< 1 Year,No,14983.5,1064,765
248107,Male,28,1,44,1,1-2 Year,No,11424.5,868,1037
520987,Female,52,1,53,1,1-2 Year,No,10950,1064,340
207178,Female,28,1,35,0,1-2 Year,Yes,20423,868,2006
571025,Female,52,1,9,0,1-2 Year,Yes,13827,868,4386
267109,Male,28,1,22,0,1-2 Year,Yes,18831.5,1064,1105
613049,Female,19,1,19,1,< 1 Year,No,16847,1064,3094
575544,Female,36,1,35,0,1-2 Year,Yes,35938.5,385,2397
316196,Male,63,1,35,1,1-2 Year,No,17368,868,2380
516134,Female,21,1,40,1,< 1 Year,No,15929.5,1064,391
475872,Male,22,1,35,0,1-2 Year,Yes,1315,1099,1887
414995,Male,26,1,48,1,< 1 Year,No,16359,1064,4471
428118,Female,14,1,40,1,< 1 Year,No,1315,1064,544
332258,Male,51,1,35,0,1-2 Year,Yes,12918.5,1092,3485
619597,Male,17,1,24,1,< 1 Year,No,38056,1064,4522
524811,Female,48,1,35,1,1-2 Year,No,1315,1064,1598
615250,Male,30,1,35,0,1-2 Year,Yes,1315,868,255
261606,Female,31,1,17,0,1-2 Year,Yes,19111.5,1078,4454
698854,Female,29,1,35,1,1-2 Year,No,12776,784,4896
300178,Female,39,1,53,0,1-2 Year,Yes,16082.5,77,1156
582359,Male,32,1,46,1,1-2 Year,No,15188.5,182,2448
680021,Female,21,1,31,1,< 1 Year,No,10461.5,1064,3196
428408,Female,71,0,35,0,1-2 Year,Yes,21778,182,3417
309819,Female,42,1,35,1,1-2 Year,No,1315,854,221
618117,Female,16,1,21,1,< 1 Year,No,14838.5,1064,1428
418331,Male,54,1,35,0,> 2 Years,Yes,22198,868,510
613442,Male,42,1,57,1,1-2 Year,No,13924.5,868,493
449259,Male,15,1,15,1,< 1 Year,Yes,21844.5,1064,4046
494804,Female,28,1,19,0,1-2 Year,Yes,12819.5,868,680
563377,Male,47,1,35,0,1-2 Year,Yes,24330,182,5015
495483,Female,15,1,31,1,< 1 Year,No,17860,1064,2890
214978,Female,60,1,35,0,> 2 Years,Yes,19251,182,2159
655564,Male,34,1,15,1,1-2 Year,No,16338,182,1989
501331,Male,67,1,35,0,> 2 Years,Yes,28277,182,1360
459014,Female,15,1,47,0,< 1 Year,Yes,19232,1120,1904
698713,Male,17,1,57,1,< 1 Year,No,22724,1064,850
472793,Male,43,1,35,0,1-2 Year,Yes,22111.5,182,4641
582445,Female,14,1,9,0,< 1 Year,Yes,19802.5,1064,1632
494893,Male,16,1,53,1,< 1 Year,No,17672.5,1064,1020
505257,Female,41,1,35,0,1-2 Year,Yes,18182.5,182,3400
696099,Male,66,1,48,1,1-2 Year,No,1315,84,476
444719,Male,17,1,13,1,< 1 Year,No,15531,1064,493
684214,Female,27,1,54,1,1-2 Year,No,13278.5,168,3995
492346,Male,17,1,37,0,< 1 Year,Yes,13861,1064,4250
318585,Male,58,1,53,0,1-2 Year,No,15459.5,77,3689
693855,Female,25,1,33,0,< 1 Year,Yes,16010,868,3128
579689,Male,39,1,40,1,1-2 Year,No,13838.5,182,918
540898,Male,13,1,53,0,< 1 Year,Yes,25166,1120,952
285889,Female,61,1,35,0,1-2 Year,Yes,14391,1085,952
211296,Female,43,1,35,1,1-2 Year,No,21565.5,182,833
210469,Female,17,1,48,1,< 1 Year,No,18636.5,1064,5015
262055,Male,43,1,51,1,1-2 Year,No,18940.5,1085,2924
502099,Male,40,1,36,0,1-2 Year,Yes,21820,182,4913
250552,Male,17,1,45,0,< 1 Year,Yes,1315,868,2040
265131,Male,47,1,35,1,1-2 Year,No,21070,182,2754
704457,Female,35,1,18,0,1-2 Year,Yes,14012,182,3978
455799,Female,17,1,57,1,< 1 Year,No,16874,1064,4097
450391,Male,26,1,16,1,1-2 Year,No,13999.5,182,612
401689,Female,17,1,15,1,< 1 Year,No,19500,1064,3587
252633,Male,18,1,15,0,1-2 Year,Yes,30629.5,868,4284
572933,Female,25,1,48,1,< 1 Year,No,13008,1064,1887
352871,Male,13,1,53,1,< 1 Year,No,18734.5,1120,3417
388818,Female,17,1,9,1,< 1 Year,No,18668.5,1057,3094
565443,Female,62,1,35,0,1-2 Year,Yes,19575.5,1099,4097
521037,Male,20,1,25,1,< 1 Year,No,14901.5,1064,2142
403845,Male,36,1,34,0,1-2 Year,Yes,13121,868,1462
422460,Male,30,1,35,0,1-2 Year,Yes,15177.5,420,646
228906,Female,14,1,39,0,< 1 Year,Yes,13850.5,1064,3961
219172,Female,62,1,9,0,1-2 Year,Yes,12469.5,182,629
383338,Male,41,1,35,0,> 2 Years,Yes,21801.5,182,3519
549214,Male,59,1,35,1,1-2 Year,No,19005,182,1819
530640,Female,20,1,25,1,< 1 Year,No,12613,1064,374
253360,Male,32,1,18,0,1-2 Year,Yes,1315,868,459
465716,Male,41,1,35,0,1-2 Year,Yes,16493.5,868,1054
638344,Male,19,1,14,1,< 1 Year,No,41289,1064,4522
630854,Female,34,1,35,0,> 2 Years,Yes,28213,868,4981
455899,Female,45,1,22,0,1-2 Year,No,13468.5,1064,204
371266,Male,30,1,16,0,1-2 Year,Yes,19070,868,4284
617781,Male,16,1,18,1,< 1 Year,No,11862,1064,3978
671251,Female,17,1,14,1,< 1 Year,No,29706.5,1064,2992
491972,Female,15,1,25,1,< 1 Year,No,13935,1064,1989
588300,Male,16,1,48,1,< 1 Year,No,9753.5,1064,1870
210518,Female,17,1,9,1,< 1 Year,No,14243.5,1064,2924
598702,Male,65,1,14,1,1-2 Year,No,31423,182,1326
606365,Female,46,1,35,0,> 2 Years,Yes,16633.5,182,2720
385162,Male,73,1,18,1,1-2 Year,No,13734.5,1064,323
525856,Male,34,1,37,0,1-2 Year,No,1315,182,527
302765,Male,59,1,35,1,1-2 Year,No,20260,182,2754
299072,Male,32,1,35,1,1-2 Year,No,19688,868,3689
519837,Male,15,1,28,1,< 1 Year,No,1315,1071,1190
349054,Male,31,1,35,0,1-2 Year,Yes,20694.5,868,1853
447895,Male,17,1,54,0,< 1 Year,Yes,1315,1064,1173
449939,Male,17,1,46,1,< 1 Year,No,1315,1064,3723
634189,Female,15,1,53,1,< 1 Year,No,16586.5,1120,3791
450802,Male,51,1,11,0,1-2 Year,Yes,1315,182,1700
334312,Male,20,1,18,0,< 1 Year,No,25662,182,714
526353,Female,37,1,59,0,1-2 Year,No,1315,868,1139
429228,Female,62,1,9,0,1-2 Year,No,14191,182,3400
702577,Male,45,1,35,1,1-2 Year,No,77401,854,3825
372591,Female,40,1,35,1,1-2 Year,No,19062,364,3944
262667,Female,34,1,35,0,1-2 Year,Yes,14133,182,289
699959,Female,14,1,35,1,< 1 Year,No,17623,1064,2992
407992,Male,49,1,15,1,1-2 Year,No,26511,868,4556
280025,Female,22,1,35,1,< 1 Year,No,14518,1064,2108
610751,Male,15,1,53,1,< 1 Year,No,12436.5,1064,4029
622246,Female,16,1,10,1,< 1 Year,No,14452.5,1064,459
492843,Male,44,1,47,0,1-2 Year,Yes,18442,182,3621
560632,Female,18,1,18,1,< 1 Year,No,25546,1064,4369
461076,Female,16,1,18,1,< 1 Year,No,20720,1064,1598
536776,Male,54,1,21,1,1-2 Year,No,12678.5,182,1598
309603,Female,60,1,15,0,1-2 Year,Yes,16272.5,182,765
241510,Female,14,1,53,1,< 1 Year,No,13434.5,1120,3995
443609,Female,38,1,10,1,1-2 Year,No,1315,868,2074
458439,Female,16,1,18,1,< 1 Year,No,17843.5,1064,4233
499532,Female,34,1,35,0,1-2 Year,Yes,20104.5,868,1343
600709,Female,19,1,15,1,< 1 Year,No,13726.5,1064,1853
202781,Male,38,1,10,1,1-2 Year,Yes,15820.5,868,3111
241833,Male,30,1,36,0,1-2 Year,Yes,1315,1092,1853
347119,Male,25,1,10,0,1-2 Year,Yes,1315,1092,1768
310305,Female,16,1,54,1,< 1 Year,No,21727.5,1057,1105
251777,Female,21,1,35,1,< 1 Year,No,31568,1064,4981
467253,Male,17,1,20,1,< 1 Year,No,1315,1064,2482
238932,Male,37,1,15,0,1-2 Year,Yes,13550.5,182,3247
358808,Male,25,1,11,0,< 1 Year,Yes,16143,868,2924
206251,Female,58,1,35,0,1-2 Year,Yes,19864,182,4369
355935,Female,17,1,35,0,< 1 Year,Yes,19397.5,1141,2448
243195,Male,34,1,16,0,1-2 Year,Yes,18066.5,1064,3638
333325,Female,14,1,37,1,< 1 Year,No,12377.5,1120,799
386533,Female,14,1,35,0,1-2 Year,Yes,15440,1078,4913
270440,Male,28,1,15,0,1-2 Year,Yes,1315,1092,1955
210895,Male,48,1,47,0,> 2 Years,Yes,1315,21,1275
361044,Male,70,1,48,0,1-2 Year,Yes,1315,84,2737
530720,Female,37,1,25,0,1-2 Year,Yes,13654.5,1064,221
303169,Male,17,1,15,1,< 1 Year,No,13673.5,1064,306
307330,Female,16,1,36,0,< 1 Year,Yes,17117,1120,4165
233090,Female,15,1,13,1,< 1 Year,No,7464.5,1064,1513
242279,Male,18,1,13,1,< 1 Year,No,13795,1064,2890
414829,Female,17,1,11,1,< 1 Year,No,1315,1064,2312
325785,Female,18,1,34,0,< 1 Year,Yes,1315,1064,4080
233678,Male,29,1,35,0,1-2 Year,Yes,11532.5,868,3298
670310,Female,26,1,42,0,1-2 Year,Yes,1315,868,3604
563742,Male,22,1,35,0,< 1 Year,Yes,24417.5,847,2363
296616,Female,13,1,22,0,< 1 Year,No,20170,1120,4216
286623,Male,19,1,37,1,< 1 Year,No,1315,1064,3825
605110,Female,17,1,25,1,< 1 Year,No,24385.5,1064,4301
345234,Male,40,1,10,0,1-2 Year,Yes,13357,868,1615
552499,Female,18,1,45,1,< 1 Year,No,18050,1057,2839
366761,Female,35,1,35,0,1-2 Year,Yes,25138.5,385,2176
271364,Female,18,1,33,1,< 1 Year,No,19353.5,1064,1360
288778,Male,18,1,22,0,< 1 Year,No,13529,1064,901
456171,Male,27,1,22,0,1-2 Year,Yes,1315,182,1734
421000,Male,19,1,37,1,< 1 Year,No,15277,1064,4148
611949,Male,25,1,48,1,< 1 Year,No,11733,1064,1173
348870,Male,43,1,35,0,> 2 Years,Yes,18643,91,170
631984,Female,15,1,48,1,< 1 Year,No,14296,1064,3230
549743,Male,72,1,25,0,1-2 Year,Yes,1315,182,2618
542943,Female,22,1,35,0,< 1 Year,Yes,25082,217,1734
512689,Male,25,1,16,0,< 1 Year,Yes,15796.5,182,3655
523796,Female,13,1,20,0,< 1 Year,Yes,15166,1120,3434
595885,Male,47,1,15,1,1-2 Year,No,18800.5,182,2924
265255,Male,41,1,15,0,> 2 Years,Yes,1315,868,2346
457520,Female,18,1,15,1,< 1 Year,No,17310,1064,3791
265303,Female,23,1,36,0,< 1 Year,No,28066.5,1064,4063
465879,Female,39,1,14,0,1-2 Year,Yes,35374.5,182,2550
387278,Male,31,1,35,0,1-2 Year,Yes,27476.5,868,1122
385818,Male,36,1,35,0,1-2 Year,Yes,17353,868,1547
599485,Female,37,1,46,0,1-2 Year,Yes,13431,868,1530
655227,Female,58,1,37,1,1-2 Year,No,19103.5,980,2771
203527,Female,51,1,35,0,1-2 Year,Yes,17007.5,182,187
357651,Male,15,1,36,1,< 1 Year,No,16372.5,1064,2227
674382,Female,19,1,48,1,< 1 Year,No,21822,1064,1496
510421,Female,20,1,33,1,< 1 Year,No,14839,1120,1326
466411,Male,17,1,15,1,< 1 Year,No,20123,1120,884
489382,Male,43,1,15,0,1-2 Year,Yes,18474.5,868,1853
479377,Female,31,1,35,1,1-2 Year,No,11389.5,854,3315
552745,Female,46,1,35,1,1-2 Year,No,19315,182,3247
440021,Male,48,1,35,1,1-2 Year,No,17273,182,2210
344757,Female,17,1,57,1,< 1 Year,No,10333.5,1064,2159
420742,Female,15,1,51,1,< 1 Year,No,21686,1064,2635
531967,Male,32,1,35,1,1-2 Year,No,13922,182,2397
202211,Female,15,1,35,0,< 1 Year,Yes,24138,1064,4930
484836,Male,52,1,44,0,> 2 Years,Yes,21325.5,868,2737
458479,Male,13,1,37,0,< 1 Year,No,1315,1120,765
615610,Male,33,1,15,1,1-2 Year,No,1315,182,2193
414060,Male,14,1,15,1,< 1 Year,No,15987,1120,1071
705814,Male,16,1,35,1,< 1 Year,No,51372,1064,986
536265,Male,35,1,43,0,1-2 Year,Yes,1315,868,2465
324473,Female,16,1,22,0,< 1 Year,No,14711,1064,1666
377738,Male,32,1,54,1,1-2 Year,No,14572,182,2584
233139,Male,39,1,35,1,1-2 Year,No,34928,868,1105
531802,Female,42,1,22,0,1-2 Year,Yes,17890,98,2125
607231,Male,45,1,55,1,1-2 Year,No,1315,868,2244
475519,Male,30,1,15,1,1-2 Year,Yes,17735,1092,4063
412750,Male,42,1,54,0,1-2 Year,Yes,15812.5,182,629
448183,Male,45,1,46,1,1-2 Year,No,16141.5,868,714
425447,Female,20,1,15,1,< 1 Year,No,35792.5,1064,3349
300323,Female,14,1,35,1,< 1 Year,No,1315,1064,4998
516519,Female,18,1,53,1,< 1 Year,No,13995.5,1064,544
567822,Female,56,0,35,1,1-2 Year,No,19940.5,868,408
436495,Male,24,1,10,1,< 1 Year,No,17875.5,1064,4284
471423,Male,45,1,35,0,1-2 Year,Yes,15489.5,182,2074
465932,Male,33,1,11,1,1-2 Year,No,14747,1078,2414
512945,Male,17,1,53,1,< 1 Year,No,12901,1064,3536
658817,Female,31,1,55,1,1-2 Year,No,1315,182,1258
395392,Male,33,1,53,1,1-2 Year,No,17386.5,868,3468
478727,Female,34,1,27,1,1-2 Year,No,1315,203,4131
430503,Female,23,1,35,0,< 1 Year,Yes,28831.5,868,4726
291012,Female,20,1,35,0,< 1 Year,Yes,22648.5,868,4947
547746,Female,17,1,17,0,< 1 Year,Yes,14499,1064,4539
276847,Female,70,1,35,0,1-2 Year,Yes,15542,868,4726
521723,Female,34,1,54,0,1-2 Year,Yes,14759,868,2822
337378,Female,37,1,35,0,1-2 Year,Yes,17859.5,182,2040
221648,Female,63,1,15,1,1-2 Year,No,12345.5,868,5066
350567,Female,16,1,38,0,< 1 Year,No,1315,1120,2159
210403,Male,41,1,35,1,1-2 Year,No,21540,868,1088
248639,Female,42,1,15,0,1-2 Year,Yes,16337.5,49,1462
387327,Male,41,1,37,0,1-2 Year,Yes,24382,182,1581
458012,Female,18,1,48,1,< 1 Year,No,11482,1064,3723
324817,Male,39,1,15,0,> 2 Years,Yes,1315,1092,2924
452911,Male,33,1,35,0,1-2 Year,Yes,21522.5,329,4437
470353,Male,46,1,24,0,1-2 Year,Yes,1315,1141,3502
285603,Female,14,1,37,1,< 1 Year,No,11162,1120,3774
398231,Female,31,1,50,0,1-2 Year,Yes,1315,1092,3502
485094,Male,23,1,48,1,< 1 Year,No,16996.5,1064,1666
206837,Male,37,1,35,0,1-2 Year,Yes,14763.5,868,4284
251684,Male,19,1,48,1,< 1 Year,No,13970,1064,2720
540776,Male,37,1,10,1,1-2 Year,No,10880,182,2941
248866,Female,47,1,13,0,1-2 Year,Yes,8538,1078,4641
627163,Male,17,1,48,1,< 1 Year,No,17635,1064,1071
539007,Male,16,1,22,0,< 1 Year,Yes,18313,1064,459
517818,Female,24,1,52,0,1-2 Year,Yes,1315,182,4335
470516,Female,67,1,35,1,1-2 Year,No,22746.5,182,4386
596986,Male,39,1,14,1,1-2 Year,No,18347.5,868,3043
387396,Male,13,1,22,0,< 1 Year,Yes,22961,1120,4454
296809,Male,27,1,35,1,< 1 Year,No,20278.5,868,2261
304914,Male,15,1,41,0,< 1 Year,Yes,15693.5,1064,2958
306955,Female,19,1,35,1,< 1 Year,No,20131.5,1064,2261
489449,Female,27,1,35,1,1-2 Year,No,31595.5,1064,2601
641826,Male,35,1,10,1,1-2 Year,No,13618.5,210,2295
424553,Male,27,1,52,0,1-2 Year,Yes,13132,1078,3706
